logged_at,schema_version,kind,engine,run_id,run_id_short,spec_source,scenario_title,scenario_source,pair_key,trials,wins_attacker,wins_defender,draws,no_result,attacker_win_rate,defender_win_rate,draw_rate,no_result_rate,avg_time,attacker_pos,defender_pos,start_distance,encounter_type,defender_count,a_name,a_level,a_hp,a_atk,a_role,a_cost,a_range,a_attack_speed,a_move_speed,a_target_type,a_attack_type,a_hp_per_level,a_atk_per_level,d_name,d_level,d_hp,d_atk,d_role,d_cost,d_range,d_attack_speed,d_move_speed,d_target_type,d_attack_type,d_hp_per_level,d_atk_per_level,a_dps,d_dps,a_ttk_est,d_ttk_est,dps_adv,range_adv,ttk_adv,label_majority_winner,label_attacker_better
2025-12-18T21:30:41,v1,auto_experiment,simulate_duel_2d,8227076c-9722-4bb3-8d9f-f53fab9d2a86,8227076c,units_runtime,,,Ogre Boss__vs__Runner__duel__x1,100,0,0,0,100,0.0,0.0,0.0,1.0,60.04999999999995,,,,duel,1,Ogre Boss,1,400,20,boss_enemy,200,1,0.6,0.8,tower,melee,60,6,Runner,1,40,6,ground_enemy,35,1,1.5,2.5,tower,melee,15,2,12.0,9.0,3.3333333333333335,44.44444444444444,3.0,0.0,41.11111111111111,tie,0
2025-12-18T21:30:41,v1,auto_experiment,simulate_duel_2d,8227076c-9722-4bb3-8d9f-f53fab9d2a86,8227076c,units_runtime,,,Tank__vs__Armored Orc__duel__x1,100,0,100,0,0,0.0,1.0,0.0,0.0,25.0,,,,duel,1,Tank,1,200,10,tower,150,1,0.7,0.0,ground,melee,40,3,Armored Orc,1,180,12,ground_enemy,90,1,0.8,1.0,tower,melee,40,4,7.0,9.600000000000001,25.714285714285715,20.83333333333333,-2.6000000000000014,0.0,-4.880952380952387,defender,0
2025-12-18T21:30:41,v1,auto_experiment,simulate_duel_2d,8227076c-9722-4bb3-8d9f-f53fab9d2a86,8227076c,units_runtime,,,Wyvern__vs__AntiAir Tower__duel__x1,100,0,100,0,0,0.0,1.0,0.0,0.0,4.9999999999999964,,,,duel,1,Wyvern,1,90,14,air_enemy,110,1,1.0,2.0,tower,melee,30,4,AntiAir Tower,1,90,22,tower,130,5,1.0,0.0,air,ranged,25,6,14.0,22.0,6.428571428571429,4.090909090909091,-8.0,-4.0,-2.337662337662338,defender,0
2025-12-18T21:30:41,v1,auto_experiment,simulate_duel_2d,8227076c-9722-4bb3-8d9f-f53fab9d2a86,8227076c,units_runtime,,,Knight__vs__Mage__duel__x1,100,0,0,0,100,0.0,0.0,0.0,1.0,60.04999999999995,,,,duel,1,Knight,1,120,15,tower,80,1,1.0,0.0,ground,melee,35,4,Mage,1,70,25,tower,120,3,0.9,0.0,ground,magic,20,7,15.0,22.5,4.666666666666667,5.333333333333333,-7.5,-2.0,0.6666666666666661,tie,0
2025-12-18T21:30:41,v1,auto_experiment,simulate_duel_2d,8227076c-9722-4bb3-8d9f-f53fab9d2a86,8227076c,units_runtime,,,Runner__vs__Goblin__duel__x1,100,0,0,0,100,0.0,0.0,0.0,1.0,60.04999999999995,,,,duel,1,Runner,1,40,6,ground_enemy,35,1,1.5,2.5,tower,melee,15,2,Goblin,1,60,8,ground_enemy,40,1,1.3,1.8,tower,melee,20,3,9.0,10.4,6.666666666666667,3.846153846153846,-1.4000000000000004,0.0,-2.820512820512821,tie,0
2025-12-18T21:30:41,v1,auto_experiment,simulate_duel_2d,8227076c-9722-4bb3-8d9f-f53fab9d2a86,8227076c,units_runtime,,,AntiAir Tower__vs__Mage__duel__x1,100,0,0,0,100,0.0,0.0,0.0,1.0,60.04999999999995,,,,duel,1,AntiAir Tower,1,90,22,tower,130,5,1.0,0.0,air,ranged,25,6,Mage,1,70,25,tower,120,3,0.9,0.0,ground,magic,20,7,22.0,22.5,3.1818181818181817,4.0,-0.5,2.0,0.8181818181818183,tie,0
2025-12-18T21:30:41,v1,auto_experiment,simulate_duel_2d,8227076c-9722-4bb3-8d9f-f53fab9d2a86,8227076c,units_runtime,,,Tank__vs__Goblin__duel__x1,100,100,0,0,0,1.0,0.0,0.0,0.0,10.0,,,,duel,1,Tank,1,200,10,tower,150,1,0.7,0.0,ground,melee,40,3,Goblin,1,60,8,ground_enemy,40,1,1.3,1.8,tower,melee,20,3,7.0,10.4,8.571428571428571,19.23076923076923,-3.4000000000000004,0.0,10.659340659340659,attacker,1
2025-12-18T21:30:41,v1,auto_experiment,simulate_duel_2d,8227076c-9722-4bb3-8d9f-f53fab9d2a86,8227076c,units_runtime,,,Runner__vs__Archer__duel__x1,100,0,100,0,0,0.0,1.0,0.0,0.0,1.666666666666666,,,,duel,1,Runner,1,40,6,ground_enemy,35,1,1.5,2.5,tower,melee,15,2,Archer,1,80,20,tower,100,4,1.2,0.0,both,ranged,25,6,9.0,24.0,8.88888888888889,1.6666666666666667,-15.0,-3.0,-7.222222222222222,defender,0
2025-12-18T21:30:41,v1,auto_experiment,simulate_duel_2d,8227076c-9722-4bb3-8d9f-f53fab9d2a86,8227076c,units_runtime,,,Knight__vs__Armored Orc__duel__x1,100,100,0,0,0,1.0,0.0,0.0,0.0,16.0,,,,duel,1,Knight,1,120,15,tower,80,1,1.0,0.0,ground,melee,35,4,Armored Orc,1,180,12,ground_enemy,90,1,0.8,1.0,tower,melee,40,4,15.0,9.600000000000001,12.0,12.499999999999998,5.399999999999999,0.0,0.4999999999999982,attacker,1
2025-12-18T21:30:41,v1,auto_experiment,simulate_duel_2d,8227076c-9722-4bb3-8d9f-f53fab9d2a86,8227076c,units_runtime,,,Ogre Boss__vs__Archer__duel__x1,100,100,0,0,0,1.0,0.0,0.0,0.0,10.0,,,,duel,1,Ogre Boss,1,400,20,boss_enemy,200,1,0.6,0.8,tower,melee,60,6,Archer,1,80,20,tower,100,4,1.2,0.0,both,ranged,25,6,12.0,24.0,6.666666666666667,16.666666666666668,-12.0,-3.0,10.0,attacker,1
2025-12-18T21:30:41,v1,auto_experiment,simulate_duel_2d,8227076c-9722-4bb3-8d9f-f53fab9d2a86,8227076c,units_runtime,,,Ogre Boss__vs__AntiAir Tower__duel__x1,100,100,0,0,0,1.0,0.0,0.0,0.0,11.666666666666663,,,,duel,1,Ogre Boss,1,400,20,boss_enemy,200,1,0.6,0.8,tower,melee,60,6,AntiAir Tower,1,90,22,tower,130,5,1.0,0.0,air,ranged,25,6,12.0,22.0,7.5,18.181818181818183,-10.0,-4.0,10.681818181818183,attacker,1
2025-12-18T21:30:41,v1,auto_experiment,simulate_duel_2d,8227076c-9722-4bb3-8d9f-f53fab9d2a86,8227076c,units_runtime,,,Dark Shaman__vs__Wyvern__duel__x1,100,0,0,0,100,0.0,0.0,0.0,1.0,60.04999999999995,,,,duel,1,Dark Shaman,1,80,16,ground_enemy,120,3,0.9,1.2,tower,magic,25,5,Wyvern,1,90,14,air_enemy,110,1,1.0,2.0,tower,melee,30,4,14.4,14.0,6.25,5.714285714285714,0.40000000000000036,2.0,-0.5357142857142856,tie,0
2025-12-18T21:30:41,v1,auto_experiment,simulate_duel_2d,8227076c-9722-4bb3-8d9f-f53fab9d2a86,8227076c,units_runtime,,,Goblin__vs__Wyvern__duel__x1,100,0,0,0,100,0.0,0.0,0.0,1.0,60.04999999999995,,,,duel,1,Goblin,1,60,8,ground_enemy,40,1,1.3,1.8,tower,melee,20,3,Wyvern,1,90,14,air_enemy,110,1,1.0,2.0,tower,melee,30,4,10.4,14.0,8.653846153846153,4.285714285714286,-3.5999999999999996,0.0,-4.368131868131868,tie,0
2025-12-18T21:30:41,v1,auto_experiment,simulate_duel_2d,8227076c-9722-4bb3-8d9f-f53fab9d2a86,8227076c,units_runtime,,,Tank__vs__Archer__duel__x1,100,0,0,0,100,0.0,0.0,0.0,1.0,60.00000000000001,,,,duel,1,Tank,1,200,10,tower,150,1,0.7,0.0,ground,melee,40,3,Archer,1,80,20,tower,100,4,1.2,0.0,both,ranged,25,6,7.0,24.0,11.428571428571429,8.333333333333334,-17.0,-3.0,-3.095238095238095,tie,0
2025-12-18T21:30:41,v1,auto_experiment,simulate_duel_2d,8227076c-9722-4bb3-8d9f-f53fab9d2a86,8227076c,units_runtime,,,Knight__vs__Dark Shaman__duel__x1,100,100,0,0,0,1.0,0.0,0.0,0.0,9.0,,,,duel,1,Knight,1,120,15,tower,80,1,1.0,0.0,ground,melee,35,4,Dark Shaman,1,80,16,ground_enemy,120,3,0.9,1.2,tower,magic,25,5,15.0,14.4,5.333333333333333,8.333333333333334,0.5999999999999996,-2.0,3.000000000000001,attacker,1
2025-12-18T21:30:41,v1,auto_experiment,simulate_duel_2d,8227076c-9722-4bb3-8d9f-f53fab9d2a86,8227076c,units_runtime,,,Tank__vs__AntiAir Tower__duel__x1,100,0,0,0,100,0.0,0.0,0.0,1.0,60.04999999999995,,,,duel,1,Tank,1,200,10,tower,150,1,0.7,0.0,ground,melee,40,3,AntiAir Tower,1,90,22,tower,130,5,1.0,0.0,air,ranged,25,6,7.0,22.0,12.857142857142858,9.090909090909092,-15.0,-4.0,-3.766233766233766,tie,0
2025-12-18T21:30:41,v1,auto_experiment,simulate_duel_2d,8227076c-9722-4bb3-8d9f-f53fab9d2a86,8227076c,units_runtime,,,Archer__vs__Tank__duel__x1,100,0,0,0,100,0.0,0.0,0.0,1.0,60.00000000000001,,,,duel,1,Archer,1,80,20,tower,100,4,1.2,0.0,both,ranged,25,6,Tank,1,200,10,tower,150,1,0.7,0.0,ground,melee,40,3,24.0,7.0,8.333333333333334,11.428571428571429,17.0,3.0,3.095238095238095,tie,0
2025-12-18T21:30:41,v1,auto_experiment,simulate_duel_2d,8227076c-9722-4bb3-8d9f-f53fab9d2a86,8227076c,units_runtime,,,Archer__vs__Runner__duel__x1,100,100,0,0,0,1.0,0.0,0.0,0.0,1.666666666666666,,,,duel,1,Archer,1,80,20,tower,100,4,1.2,0.0,both,ranged,25,6,Runner,1,40,6,ground_enemy,35,1,1.5,2.5,tower,melee,15,2,24.0,9.0,1.6666666666666667,8.88888888888889,15.0,3.0,7.222222222222222,attacker,1
2025-12-18T21:30:41,v1,auto_experiment,simulate_duel_2d,8227076c-9722-4bb3-8d9f-f53fab9d2a86,8227076c,units_runtime,,,AntiAir Tower__vs__Armored Orc__duel__x1,100,0,100,0,0,0.0,1.0,0.0,0.0,13.75,,,,duel,1,AntiAir Tower,1,90,22,tower,130,5,1.0,0.0,air,ranged,25,6,Armored Orc,1,180,12,ground_enemy,90,1,0.8,1.0,tower,melee,40,4,22.0,9.600000000000001,8.181818181818182,9.374999999999998,12.399999999999999,4.0,1.1931818181818166,defender,0
2025-12-18T21:30:41,v1,auto_experiment,simulate_duel_2d,8227076c-9722-4bb3-8d9f-f53fab9d2a86,8227076c,units_runtime,,,Dark Shaman__vs__Goblin__duel__x1,100,0,0,0,100,0.0,0.0,0.0,1.0,60.04999999999995,,,,duel,1,Dark Shaman,1,80,16,ground_enemy,120,3,0.9,1.2,tower,magic,25,5,Goblin,1,60,8,ground_enemy,40,1,1.3,1.8,tower,melee,20,3,14.4,10.4,4.166666666666667,7.692307692307692,4.0,2.0,3.5256410256410247,tie,0
2025-12-19T16:49:50,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,Dark Shaman__vs__Archer__duel__x1,100,0,100,0,0,0.0,1.0,0.0,0.0,7.766666666666672,,,,duel,1,Dark Shaman,1,80,16,ground_enemy,120,3,0.9,1.2,tower,magic,25,5,Archer,1,80,20,tower,100,4,1.2,0.0,both,ranged,25,6,14.4,24.0,5.555555555555555,3.3333333333333335,-9.6,-1.0,-2.222222222222222,defender,0
2025-12-19T16:49:50,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,Tank__vs__Ogre Boss__duel__x1,100,0,100,0,0,0.0,1.0,0.0,0.0,25.03333333333333,,,,duel,1,Tank,1,200,10,tower,150,1,0.7,0.0,ground,melee,40,3,Ogre Boss,1,400,20,boss_enemy,200,1,0.6,0.8,tower,melee,60,6,7.0,12.0,57.142857142857146,16.666666666666668,-5.0,0.0,-40.47619047619048,defender,0
2025-12-19T16:49:50,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,Dark Shaman__vs__Armored Orc__duel__x1,100,0,0,0,100,0.0,0.0,0.0,1.0,60.0,,,,duel,1,Dark Shaman,1,80,16,ground_enemy,120,3,0.9,1.2,tower,magic,25,5,Armored Orc,1,180,12,ground_enemy,90,1,0.8,1.0,tower,melee,40,4,14.4,9.600000000000001,12.5,8.333333333333332,4.799999999999999,2.0,-4.166666666666668,tie,0
2025-12-19T16:49:50,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,AntiAir Tower__vs__Goblin__duel__x1,100,0,100,0,0,0.0,1.0,0.0,0.0,13.19230769230769,,,,duel,1,AntiAir Tower,1,90,22,tower,130,5,1.0,0.0,air,ranged,25,6,Goblin,1,60,8,ground_enemy,40,1,1.3,1.8,tower,melee,20,3,22.0,10.4,2.727272727272727,8.653846153846153,11.6,4.0,5.926573426573427,defender,0
2025-12-19T16:49:50,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,Archer__vs__Knight__duel__x1,100,17,0,0,83,0.17,0.0,0.0,0.83,50.65,,,,duel,1,Archer,1,80,20,tower,100,4,1.2,0.0,both,ranged,25,6,Knight,1,120,15,tower,80,1,1.0,0.0,ground,melee,35,4,24.0,15.0,5.0,5.333333333333333,9.0,3.0,0.33333333333333304,attacker,1
2025-12-19T16:49:50,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,Ogre Boss__vs__Armored Orc__duel__x1,100,0,0,0,100,0.0,0.0,0.0,1.0,60.04999999999995,,,,duel,1,Ogre Boss,1,400,20,boss_enemy,200,1,0.6,0.8,tower,melee,60,6,Armored Orc,1,180,12,ground_enemy,90,1,0.8,1.0,tower,melee,40,4,12.0,9.600000000000001,15.0,41.66666666666666,2.3999999999999986,0.0,26.666666666666657,tie,0
2025-12-19T16:49:50,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,Wyvern__vs__Mage__duel__x1,100,100,0,0,0,1.0,0.0,0.0,0.0,8.36,,,,duel,1,Wyvern,1,90,14,air_enemy,110,1,1.0,2.0,tower,melee,30,4,Mage,1,70,25,tower,120,3,0.9,0.0,ground,magic,20,7,14.0,22.5,5.0,4.0,-8.5,-2.0,-1.0,attacker,1
2025-12-19T16:49:50,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,Runner__vs__Ogre Boss__duel__x1,100,0,0,0,100,0.0,0.0,0.0,1.0,60.04999999999995,,,,duel,1,Runner,1,40,6,ground_enemy,35,1,1.5,2.5,tower,melee,15,2,Ogre Boss,1,400,20,boss_enemy,200,1,0.6,0.8,tower,melee,60,6,9.0,12.0,44.44444444444444,3.3333333333333335,-3.0,0.0,-41.11111111111111,tie,0
2025-12-19T16:49:50,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,AntiAir Tower__vs__Dark Shaman__duel__x1,100,0,100,0,0,0.0,1.0,0.0,0.0,10.38888888888889,,,,duel,1,AntiAir Tower,1,90,22,tower,130,5,1.0,0.0,air,ranged,25,6,Dark Shaman,1,80,16,ground_enemy,120,3,0.9,1.2,tower,magic,25,5,22.0,14.4,3.6363636363636362,6.25,7.6,2.0,2.6136363636363638,defender,0
2025-12-19T16:49:50,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,Runner__vs__Dark Shaman__duel__x1,100,0,0,0,100,0.0,0.0,0.0,1.0,60.04999999999995,,,,duel,1,Runner,1,40,6,ground_enemy,35,1,1.5,2.5,tower,melee,15,2,Dark Shaman,1,80,16,ground_enemy,120,3,0.9,1.2,tower,magic,25,5,9.0,14.4,8.88888888888889,2.7777777777777777,-5.4,-2.0,-6.111111111111112,tie,0
2025-12-19T16:49:50,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,Wyvern__vs__Archer__duel__x1,100,0,100,0,0,0.0,1.0,0.0,0.0,5.758333333333334,,,,duel,1,Wyvern,1,90,14,air_enemy,110,1,1.0,2.0,tower,melee,30,4,Archer,1,80,20,tower,100,4,1.2,0.0,both,ranged,25,6,14.0,24.0,5.714285714285714,3.75,-10.0,-3.0,-1.9642857142857144,defender,0
2025-12-19T16:49:50,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,Tank__vs__Runner__duel__x1,100,100,0,0,0,1.0,0.0,0.0,0.0,7.999999999999996,,,,duel,1,Tank,1,200,10,tower,150,1,0.7,0.0,ground,melee,40,3,Runner,1,40,6,ground_enemy,35,1,1.5,2.5,tower,melee,15,2,7.0,9.0,5.714285714285714,22.22222222222222,-2.0,0.0,16.507936507936506,attacker,1
2025-12-19T16:49:50,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,Tank__vs__Wyvern__duel__x1,100,0,100,0,0,0.0,1.0,0.0,0.0,17.98,,,,duel,1,Tank,1,200,10,tower,150,1,0.7,0.0,ground,melee,40,3,Wyvern,1,90,14,air_enemy,110,1,1.0,2.0,tower,melee,30,4,7.0,14.0,12.857142857142858,14.285714285714286,-7.0,0.0,1.4285714285714288,defender,0
2025-12-19T16:49:50,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,Archer__vs__Tank__duel__x1,100,9,0,0,91,0.09,0.0,0.0,0.91,55.35,,,,duel,1,Archer,1,80,20,tower,100,4,1.2,0.0,both,ranged,25,6,Tank,1,200,10,tower,150,1,0.7,0.0,ground,melee,40,3,24.0,7.0,8.333333333333334,11.428571428571429,17.0,3.0,3.095238095238095,attacker,1
2025-12-19T16:49:50,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,Knight__vs__Ogre Boss__duel__x1,100,0,100,0,0,0.0,1.0,0.0,0.0,19.066666666666666,,,,duel,1,Knight,1,120,15,tower,80,1,1.0,0.0,ground,melee,35,4,Ogre Boss,1,400,20,boss_enemy,200,1,0.6,0.8,tower,melee,60,6,15.0,12.0,26.666666666666668,10.0,3.0,0.0,-16.666666666666668,defender,0
2025-12-19T16:49:50,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,Goblin__vs__Mage__duel__x1,100,0,100,0,0,0.0,1.0,0.0,0.0,5.966666666666669,,,,duel,1,Goblin,1,60,8,ground_enemy,40,1,1.3,1.8,tower,melee,20,3,Mage,1,70,25,tower,120,3,0.9,0.0,ground,magic,20,7,10.4,22.5,6.730769230769231,2.6666666666666665,-12.1,-2.0,-4.064102564102564,defender,0
2025-12-19T16:49:51,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,Tank__vs__AntiAir Tower__duel__x1,100,0,0,0,100,0.0,0.0,0.0,1.0,60.04999999999995,,,,duel,1,Tank,1,200,10,tower,150,1,0.7,0.0,ground,melee,40,3,AntiAir Tower,1,90,22,tower,130,5,1.0,0.0,air,ranged,25,6,7.0,22.0,12.857142857142858,9.090909090909092,-15.0,-4.0,-3.766233766233766,tie,0
2025-12-19T16:49:51,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,Wyvern__vs__Tank__duel__x1,100,100,0,0,0,1.0,0.0,0.0,0.0,18.2,,,,duel,1,Wyvern,1,90,14,air_enemy,110,1,1.0,2.0,tower,melee,30,4,Tank,1,200,10,tower,150,1,0.7,0.0,ground,melee,40,3,14.0,7.0,14.285714285714286,12.857142857142858,7.0,0.0,-1.4285714285714288,attacker,1
2025-12-19T16:49:51,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,Goblin__vs__Runner__duel__x1,100,0,0,0,100,0.0,0.0,0.0,1.0,60.04999999999995,,,,duel,1,Goblin,1,60,8,ground_enemy,40,1,1.3,1.8,tower,melee,20,3,Runner,1,40,6,ground_enemy,35,1,1.5,2.5,tower,melee,15,2,10.4,9.0,3.846153846153846,6.666666666666667,1.4000000000000004,0.0,2.820512820512821,tie,0
2025-12-19T16:49:51,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,Ogre Boss__vs__Knight__duel__x1,100,100,0,0,0,1.0,0.0,0.0,0.0,18.500000000000004,,,,duel,1,Ogre Boss,1,400,20,boss_enemy,200,1,0.6,0.8,tower,melee,60,6,Knight,1,120,15,tower,80,1,1.0,0.0,ground,melee,35,4,12.0,15.0,10.0,26.666666666666668,-3.0,0.0,16.666666666666668,attacker,1
2025-12-19T16:49:51,v1,auto_experiment,simulate_duel_2d,e3613060-08a2-4553-a837-aa882713b359,e3613060,units_runtime,,,Goblin__vs__Dark Shaman__duel__x1,100,0,0,0,100,0.0,0.0,0.0,1.0,60.04999999999995,,,,duel,1,Goblin,1,60,8,ground_enemy,40,1,1.3,1.8,tower,melee,20,3,Dark Shaman,1,80,16,ground_enemy,120,3,0.9,1.2,tower,magic,25,5,10.4,14.4,7.692307692307692,4.166666666666667,-4.0,-2.0,-3.5256410256410247,tie,0
